#AVERAGE
0 0
10 0.777479
20 1.41033
30 2.01129
40 2.60563
50 3.20014
60 3.7815
70 4.36544
80 4.95312
90 5.54859
100 6.14502
110 6.73122
120 7.3122
130 7.88928
140 8.44613
150 8.99587
160 9.5336
170 10.0935
180 10.6726
190 11.249
200 11.8071
210 12.3756
220 12.9138
230 13.4498
240 13.9791
250 14.5043
260 15.0316
270 15.5415
280 16.038
290 16.5374
300 17.0396
310 17.5523
320 18.0606
330 18.6034
340 19.1402
350 19.6658
360 20.1952
370 20.7205
380 21.2069
390 21.7065
400 22.2056
410 22.7179
420 23.2209
430 23.726
440 24.234
450 24.7181
460 25.2199
470 25.7075
480 26.1879
490 26.6346
500 27.1277
510 27.594
520 28.0732
530 28.5751
540 29.0958
550 29.5645
560 30.0992
570 30.6102
580 31.1238
590 31.6744
600 32.2141
610 32.7382
620 33.226
630 33.7617
640 34.3148
650 34.8181
660 35.3074
670 35.8237
680 36.4355
690 37.0796
700 37.8048
710 38.5713
720 39.3234
730 40.0674
740 40.8654
750 41.6476
760 42.3839
770 43.0984
780 43.7391
790 44.3838
800 44.9737
810 45.67
820 46.3236
830 46.8653
840 47.5782
850 48.4996
860 49.3447
870 50.0641
880 50.8869
890 52.4014


#Cell 1
0 0
10 0.903341
20 1.60293
30 2.17614
40 2.82224
50 3.28895
60 3.97214
70 4.66251
80 5.16958
90 5.77476
100 6.47188
110 7.12933
120 7.7523
130 8.18666
140 8.29623
150 8.44327
160 8.68236
170 8.92442
180 9.30035
190 9.4815
200 9.62119
210 9.61096
220 9.51586
230 9.49322
240 9.45035
250 9.04587
260 9.06428
270 9.18259
280 9.18726
290 9.25593
300 9.30826
310 9.34022
320 9.48251
330 9.80408
340 9.98828
350 10.369
360 10.4385
370 10.6906
380 11.2238
390 11.1852
400 11.037
410 11.1309
420 11.0399
430 11.1714
440 11.3076
450 11.4808
460 11.7136
470 11.8413
480 12.0604
490 12.574
500 13.0326
510 13.4355
520 14.0064
530 14.7772
540 15.506
550 16.1495
560 16.7355
570 17.3848
580 18.0401
590 18.232
600 18.4504
610 17.8944
620 17.5492
630 17.3752
640 16.8358
650 16.8416
660 16.2202
670 15.5367
680 14.741
690 14.2046
700 14.2933
710 13.8513
720 13.9306
730 13.0865
740 13.2192
750 13.3628
760 12.7367
770 13.1659
780 13.1174
790 13.8291
800 14.2613
810 13.9213
820 13.4833
830 11.8528
840 12.4333
850 13.1953
860 14.9086
870 15.1816
880 14.5184
890 12.6815


#Cell 2
0 0
10 0.820833
20 1.26655
30 1.85608
40 2.32352
50 3.00368
60 3.6555
70 4.22631
80 4.82715
90 5.40165
100 5.93059
110 6.61957
120 7.27365
130 7.9255
140 8.59285
150 9.33151
160 9.95559
170 10.7891
180 11.6153
190 12.2831
200 12.9428
210 13.5872
220 14.0489
230 14.4788
240 14.7703
250 14.8652
260 15.2745
270 16.0323
280 16.8753
290 17.3676
300 18.1762
310 19.0217
320 19.5756
330 20.2752
340 21.182
350 21.8881
360 22.4491
370 23.1926
380 23.9787
390 24.6137
400 25.5129
410 26.2774
420 27.073
430 28.251
440 29.4242
450 30.3528
460 31.4159
470 32.7829
480 33.498
490 33.8066
500 34.6568
510 35.6276
520 36.5947
530 37.9853
540 39.6138
550 40.7286
560 41.8045
570 42.4879
580 43.3847
590 43.6581
600 43.9995
610 44.9854
620 44.2697
630 43.9588
640 43.1202
650 42.8327
660 41.8279
670 41.2228
680 40.7114
690 40.7364
700 41.0123
710 41.245
720 41.7218
730 42.3626
740 41.4732
750 39.9013
760 38.8448
770 38.9219
780 38.6774
790 39.3682
800 39.6385
810 40.503
820 42.5581
830 44.6131
840 45.8859
850 46.2206
860 47.7146
870 53.4035
880 57.5488
890 63.0195


#Cell 3
0 0
10 0.690884
20 1.26137
30 1.77603
40 2.20275
50 2.60698
60 2.95823
70 3.19818
80 3.57675
90 3.8514
100 4.15965
110 4.46995
120 4.66708
130 4.76856
140 4.95722
150 4.81908
160 4.76453
170 4.80567
180 5.06214
190 5.40316
200 5.40316
210 5.61157
220 5.92353
230 6.21575
240 6.61043
250 6.95026
260 7.32198
270 7.58491
280 7.65617
290 7.65279
300 7.6342
310 7.75622
320 7.65946
330 7.39409
340 7.4819
350 7.37303
